ts,price_y,volume_y,price_x,volume_x,spread,zscore,corr
16-12-2025 19:58,86974.39436,155.11165,2935.783093,50.7855,2985.711982,-2.045940255,0.960857886
16-12-2025 19:58,86967.87612,0.61201,2935.506545,1.6395,2987.105379,-1.865393994,0.957373049
16-12-2025 19:58,86972.10032,2.624,2935.469487,16.1835,2992.389765,-1.373090429,0.957324311
16-12-2025 19:58,86972.10048,0.36676,2935.322432,2.327,2996.596951,-0.981461038,0.957937987
16-12-2025 19:58,86972.09205,0.3,2935.140263,7.0125,3001.800137,-0.4936448,0.95840117
16-12-2025 19:58,86972.09667,0.25605,2935.036233,3.3645,3004.780914,-0.207138762,0.956549984
16-12-2025 19:58,86982.44354,0.7614,2935.188936,103.6635,3010.759176,0.355208294,0.95320075
16-12-2025 19:58,87000.62125,6.20976,2935.611377,21.502,3016.851423,0.901018815,0.946541466
16-12-2025 19:58,87006.685,0.24309,2935.87,2.1465,3015.516326,0.726679804,0.950330963
16-12-2025 19:58,87002.43337,1.15512,2935.819078,24.382,3012.7215,0.421039242,0.953501213
16-12-2025 19:58,86994.495,0.16,2935.710769,1.406,3007.881698,-0.055077634,0.954691436
16-12-2025 19:58,86987.59464,0.2892,2935.317778,27.7685,3012.224281,0.37400441,0.9539465
16-12-2025 19:58,86980.585,0.16,2934.99,3.7716,3014.591906,0.592204465,0.952220827
16-12-2025 19:58,86978.63433,1.12468,2934.933585,15.488,3014.255189,0.54904778,0.950031702
16-12-2025 19:58,86973.98936,0.15046,2934.487053,9.6078,3022.384895,1.298893106,0.943987271
16-12-2025 19:58,86972.00667,0.16244,2933.98,0.2394,3034.908272,2.239094871,0.929617396
16-12-2025 19:58,86972.00333,0.16444,2933.981667,0.0154,3034.857257,2.025737041,0.917100851
16-12-2025 19:58,86966.37179,2.2285,2933.757208,20.3345,3035.64718,1.913368393,0.903736884
16-12-2025 19:58,86959.32136,0.16394,2933.49,0.334,3036.241189,1.828880666,0.889052568
16-12-2025 19:58,86958.98755,0.13646,2933.450648,2.0926,3037.033178,1.769243141,0.872917152
16-12-2025 19:58,86955.4004,0.75189,2933.155238,1.8789,3041.897303,1.956063227,0.855391688
16-12-2025 19:58,86952.78778,0.08415,2932.993333,0.0481,3043.916548,1.937239484,0.840545346
16-12-2025 19:58,86952.785,0.08,2932.995,0.0069,3043.866089,1.794832649,0.827697204
16-12-2025 19:58,86952.78,0.02247,2933.151838,5.291,3039.374164,1.437740102,0.817645563
16-12-2025 20:01,86969.01117,0.35805,2933.150926,61.5811,3055.63143,2.15212019,0.786854163
16-12-2025 20:01,86990.01,0.09342,2933.590574,32.112,3064.052549,2.334832875,0.720199856
16-12-2025 20:01,86995.38824,0.66264,2933.865449,7.3945,3061.566996,2.014367904,0.64619167
16-12-2025 20:01,87004.95151,0.13072,2933.090277,69.4936,3093.306867,2.919639602,0.502652978
16-12-2025 20:01,87007.05549,1.51734,2932.768931,7.428,3104.604086,2.857261861,0.369018514
16-12-2025 20:01,87004.10696,0.18591,2932.865182,3.6226,3098.901969,2.353809563,0.268057763
16-12-2025 20:01,87016.84599,0.23738,2933.931104,1.9828,3081.146442,1.646011876,0.215506045
16-12-2025 20:01,87036.38941,0.16945,2935.181801,2.991,3064.909156,1.074812104,0.249073616
16-12-2025 20:01,87080.99511,0.73347,2935.68529,2.7564,3095.110741,1.844117292,0.317434807
16-12-2025 20:01,87087.5762,0.13392,2936.489185,16.107,3078.693514,1.279420902,0.431222658
16-12-2025 20:01,87084.66216,0.26978,2936.428713,0.5912,3077.509482,1.180319579,0.511611271
16-12-2025 20:01,87093.16975,0.41508,2936.720952,1.8352,3077.656513,1.126552747,0.598263435
16-12-2025 20:01,87105.51017,1.45762,2936.389697,18.1942,3099.473685,1.68079814,0.656038226
16-12-2025 20:01,87112.36205,2.01388,2936.661769,6.6808,3098.541956,1.559809037,0.709599354
16-12-2025 20:01,87117.34602,0.17226,2937.310989,13.4666,3084.952647,1.094554953,0.76349556
16-12-2025 20:01,87122.4639,0.63884,2937.52981,1.0402,3083.810376,1.005155831,0.804823484
16-12-2025 20:01,87134.14809,0.24278,2937.778434,1.4998,3088.381771,1.088536708,0.838619699
16-12-2025 20:01,87149.45263,1.01332,2938.834278,20.5361,3073.480062,0.576402891,0.869764286
16-12-2025 20:01,87156.40388,0.22774,2938.902051,1.0791,3078.492427,0.692782373,0.893201977
16-12-2025 20:01,87139.91401,0.22655,2938.56,0.1939,3071.788166,0.431597009,0.909558493
16-12-2025 20:01,87142.22424,0.11556,2938.664359,0.0943,3071.112829,0.365662152,0.92408555
16-12-2025 20:01,87159.86412,1.47897,2939.866357,6.2766,3054.365213,-0.279532712,0.936935087
16-12-2025 20:01,87173.39392,0.08167,2940.628457,1.78,3046.092375,-0.649362174,0.945415873
16-12-2025 20:01,87180.75439,0.09961,2941.166623,6.5709,3038.056667,-1.024744347,0.951164198
16-12-2025 20:10,87169.88251,0.38278,2938.082939,18.9727,3115.404718,1.964319834,0.954014242
16-12-2025 20:10,87143.45676,0.22292,2936.93061,3.1311,3121.945514,2.071563447,0.952363706
16-12-2025 20:10,87128.30044,0.856,2936.24039,5.7601,3126.535438,2.064055869,0.946974562
16-12-2025 20:10,87120.21682,0.77688,2936.112109,36.7454,3122.121746,1.768851024,0.942880199
16-12-2025 20:10,87124.81741,1.42742,2936.014444,0.9482,3129.516383,1.895373178,0.937008955
16-12-2025 20:10,87119.67265,0.50656,2936.204737,2.0794,3118.927617,1.430109324,0.933255062
16-12-2025 20:11,87106.88311,2.56952,2935.705327,24.2208,3120.425509,1.406914846,0.928890873
16-12-2025 20:11,87104.43249,0.57378,2935.094989,35.7876,3135.435814,1.821113585,0.919221387
16-12-2025 20:11,87099.34214,0.18398,2934.973507,75.8536,3133.820887,1.654465347,0.909361226
16-12-2025 20:11,87097.87671,1.17106,2934.494543,20.4871,3146.057939,1.938363814,0.896040389
16-12-2025 20:11,87093.57099,0.55688,2934.330571,11.47,3146.443232,1.836565147,0.887098692
16-12-2025 20:11,87096.97315,0.80698,2934.181478,8.6667,3154.11075,1.935927997,0.873205047
16-12-2025 20:11,87088.82723,1.2607,2933.813585,28.2353,3156.489739,1.855780149,0.86269513
16-12-2025 20:11,87069.21636,3.72397,2932.302914,17.1649,3180.097076,2.33722632,0.857858762
16-12-2025 20:11,87050.00926,0.16296,2931.692174,24.3204,3178.362395,2.06674219,0.854718936
16-12-2025 20:11,87057.66868,0.9468,2932.065556,14.3581,3175.339888,1.826074201,0.851068604
16-12-2025 20:11,87064.42871,1.39308,2932.826916,23.1389,3160.318457,1.344265658,0.85644593
16-12-2025 20:11,87072.58452,0.09207,2933.305811,4.7479,3154.773739,1.133029831,0.88077055
16-12-2025 20:11,87072.64837,0.26536,2933.335286,21.1603,3153.994359,1.052127565,0.92133815
16-12-2025 20:11,87074.16733,0.08032,2933.257931,3.6911,3157.72633,1.085269908,0.930883092
16-12-2025 20:11,87084.34734,0.09991,2933.681057,17.6256,3155.80128,0.979237863,0.943001649
16-12-2025 20:11,87101.65417,0.07501,2934.723636,12.0557,3143.281368,0.623465886,0.956249473
